# x	y	u	v	s2n	mask
362.5000	 99.5000	 -0.8343	 -5.6930	  0.0000	  0.0000
386.5000	 99.5000	 -0.6072	 -5.7870	  0.0000	  0.0000
410.5000	 99.5000	  0.2885	 -5.1653	  0.0000	  0.0000
434.5000	 99.5000	  0.1127	 -5.1769	  0.0000	  0.0000
458.5000	 99.5000	 -0.4665	 -5.7531	  0.0000	  0.0000
482.5000	 99.5000	 -0.2964	 -5.8188	  0.0000	  0.0000
 26.5000	123.5000	 -0.1925	 -5.0992	  0.0000	  0.0000
 50.5000	123.5000	 -0.1696	 -5.6413	  0.0000	  0.0000
 74.5000	123.5000	  0.0331	 -5.8068	  0.0000	  0.0000
 98.5000	123.5000	  0.7797	 -5.1138	  0.0000	  0.0000
122.5000	123.5000	  0.6809	 -5.2978	  0.0000	  0.0000
146.5000	123.5000	  0.3110	 -5.2431	  0.0000	  0.0000
170.5000	123.5000	  0.0577	 -5.3214	  0.0000	  0.0000
194.5000	123.5000	 -0.0761	 -6.3741	  0.0000	  0.0000
218.5000	123.5000	 -0.0413	 -6.0628	  0.0000	  0.0000
242.5000	123.5000	 -0.1825	 -5.8822	  0.0000	  0.0000
266.5000	123.5000	 -0.3766	 -5.0664	  0.0000	  0.0000
290.5000	123.5000	 -0.1045	 -4.9776	  0.0000	  0.0000
314.5000	123.5000	 -0.1427	 -4.9288	  0.0000	  0.0000
338.5000	123.5000	 -0.5316	 -5.4308	  0.0000	  0.0000
362.5000	123.5000	 -0.7736	 -5.6589	  0.0000	  0.0000
386.5000	123.5000	 -0.7160	 -5.4021	  0.0000	  0.0000
410.5000	123.5000	 -1.0431	 -5.6328	  0.0000	  0.0000
434.5000	123.5000	 -0.9125	 -5.7564	  0.0000	  0.0000
458.5000	123.5000	 -0.3074	 -5.2289	  0.0000	  0.0000
482.5000	123.5000	 -0.3090	 -5.3791	  0.0000	  0.0000
 26.5000	147.5000	 -0.6816	 -5.1453	  0.0000	  0.0000
 50.5000	147.5000	  4.8854	 -9.7337	  0.0000	  0.0000
 74.5000	147.5000	  0.0732	 -5.9146	  0.0000	  0.0000
 98.5000	147.5000	 -0.1198	 -5.6798	  0.0000	  0.0000
122.5000	147.5000	  0.1629	 -5.3066	  0.0000	  0.0000
146.5000	147.5000	  0.0029	 -5.8648	  0.0000	  0.0000
170.5000	147.5000	 -0.8162	 -6.1090	  0.0000	  0.0000
194.5000	147.5000	 -0.2442	 -6.0729	  0.0000	  0.0000
218.5000	147.5000	 -0.0466	 -6.0503	  0.0000	  0.0000
242.5000	147.5000	  0.1499	 -5.8147	  0.0000	  0.0000
266.5000	147.5000	  0.3802	 -5.0929	  0.0000	  0.0000
290.5000	147.5000	  0.0030	 -4.7837	  0.0000	  0.0000
314.5000	147.5000	 -0.7333	 -4.7739	  0.0000	  0.0000
338.5000	147.5000	 -0.6969	 -4.8527	  0.0000	  0.0000
362.5000	147.5000	 -0.3008	 -5.3620	  0.0000	  0.0000
386.5000	147.5000	 -0.5905	 -5.4093	  0.0000	  0.0000
410.5000	147.5000	 -0.7772	 -5.6685	  0.0000	  0.0000
434.5000	147.5000	 -0.0055	 -5.2097	  0.0000	  0.0000
458.5000	147.5000	 -0.1327	 -4.9483	  0.0000	  0.0000
482.5000	147.5000	 -0.2718	 -5.1609	  0.0000	  0.0000
 26.5000	171.5000	 -1.1146	 -4.8179	  0.0000	  0.0000
 50.5000	171.5000	 -0.4949	 -5.9055	  0.0000	  0.0000
 74.5000	171.5000	  0.1923	 -5.2488	  0.0000	  0.0000
 98.5000	171.5000	  0.2088	 -5.2194	  0.0000	  0.0000
122.5000	171.5000	 -0.0113	 -5.3152	  0.0000	  0.0000
146.5000	171.5000	 -0.4526	 -5.7325	  0.0000	  0.0000
170.5000	171.5000	 -0.2229	 -6.1159	  0.0000	  0.0000
194.5000	171.5000	  0.1142	 -5.2624	  0.0000	  0.0000
218.5000	171.5000	 -0.2093	 -5.7009	  0.0000	  0.0000
242.5000	171.5000	  0.2521	 -5.7820	  0.0000	  0.0000
266.5000	171.5000	  0.3865	 -4.9884	  0.0000	  0.0000
290.5000	171.5000	 -0.2728	 -4.7937	  0.0000	  0.0000
314.5000	171.5000	 -0.7794	 -4.9373	  0.0000	  0.0000
338.5000	171.5000	 -0.9335	 -4.7633	  0.0000	  0.0000
362.5000	171.5000	 -0.8195	 -4.8099	  0.0000	  0.0000
386.5000	171.5000	 -0.5886	 -4.9168	  0.0000	  0.0000
410.5000	171.5000	 -0.6433	 -4.9717	  0.0000	  0.0000
434.5000	171.5000	  0.0326	 -5.0990	  0.0000	  0.0000
458.5000	171.5000	  0.0378	 -4.9639	  0.0000	  0.0000
482.5000	171.5000	  0.1045	 -4.9251	  0.0000	  0.0000
 26.5000	195.5000	 -1.0535	 -4.7469	  0.0000	  0.0000
 50.5000	195.5000	 -0.5511	 -5.2078	  0.0000	  0.0000
 74.5000	195.5000	 -0.1935	 -5.1326	  0.0000	  0.0000
 98.5000	195.5000	  0.1680	 -5.2130	  0.0000	  0.0000
122.5000	195.5000	 -0.3893	 -5.5083	  0.0000	  0.0000
146.5000	195.5000	 -0.2914	 -5.9017	  0.0000	  0.0000
170.5000	195.5000	  0.0800	 -5.8918	  0.0000	  0.0000
194.5000	195.5000	  0.0173	 -5.2054	  0.0000	  0.0000
218.5000	195.5000	  0.2563	 -5.6347	  0.0000	  0.0000
242.5000	195.5000	 -0.0908	 -5.6815	  0.0000	  0.0000
266.5000	195.5000	  0.1205	 -5.2615	  0.0000	  0.0000
290.5000	195.5000	 -0.7807	 -5.0383	  0.0000	  0.0000
314.5000	195.5000	 -0.8503	 -4.7952	  0.0000	  0.0000
338.5000	195.5000	 -0.8645	 -4.6479	  0.0000	  0.0000
362.5000	195.5000	 -0.7159	 -4.5960	  0.0000	  0.0000
386.5000	195.5000	 -0.6709	 -4.6677	  0.0000	  0.0000
410.5000	195.5000	 -0.3629	 -4.8457	  0.0000	  0.0000
434.5000	195.5000	 -0.1430	 -5.0447	  0.0000	  0.0000
458.5000	195.5000	 -0.0036	 -4.9960	  0.0000	  0.0000
482.5000	195.5000	 -0.0954	 -4.8801	  0.0000	  0.0000
 26.5000	219.5000	  0.3386	 -4.5729	  0.0000	  0.0000
 50.5000	219.5000	 -0.0905	 -4.9976	  0.0000	  0.0000
 74.5000	219.5000	 -0.7763	 -5.1700	  0.0000	  0.0000
 98.5000	219.5000	 -0.7136	 -5.0687	  0.0000	  0.0000
122.5000	219.5000	 -0.5391	 -5.9784	  0.0000	  0.0000
146.5000	219.5000	 -0.4111	 -5.9551	  0.0000	  0.0000
170.5000	219.5000	 -0.3023	 -5.5366	  0.0000	  0.0000
194.5000	219.5000	 -0.2703	 -5.2170	  0.0000	  0.0000
218.5000	219.5000	  0.0721	 -5.2582	  0.0000	  0.0000
242.5000	219.5000	 -0.1718	 -5.6474	  0.0000	  0.0000
266.5000	219.5000	 -0.1500	 -5.3866	  0.0000	  0.0000
290.5000	219.5000	  0.0098	 -4.5892	  0.0000	  0.0000
314.5000	219.5000	 -0.0920	 -4.7876	  0.0000	  0.0000
338.5000	219.5000	 -0.5968	 -5.0811	  0.0000	  0.0000
362.5000	219.5000	 -0.7624	 -5.0302	  0.0000	  0.0000
386.5000	219.5000	 -0.8110	 -5.0345	  0.0000	  0.0000
410.5000	219.5000	 -0.6965	 -4.9675	  0.0000	  0.0000
434.5000	219.5000	 -0.1543	 -4.7692	  0.0000	  0.0000
458.5000	219.5000	 -0.0569	 -4.9715	  0.0000	  0.0000
482.5000	219.5000	 -0.1491	 -4.9447	  0.0000	  0.0000
 26.5000	243.5000	  0.9296	 -4.5879	  0.0000	  0.0000
 50.5000	243.5000	 -0.0079	 -5.1041	  0.0000	  0.0000
 74.5000	243.5000	 -0.2359	 -5.4277	  0.0000	  0.0000
 98.5000	243.5000	 -0.7206	 -5.1579	  0.0000	  0.0000
122.5000	243.5000	 -0.0716	 -5.2389	  0.0000	  0.0000
146.5000	243.5000	 -0.1638	 -4.6147	  0.0000	  0.0000
170.5000	243.5000	  0.5226	 -4.9949	  0.0000	  0.0000
194.5000	243.5000	  0.3501	 -5.5253	  0.0000	  0.0000
218.5000	243.5000	  0.1344	 -4.9979	  0.0000	  0.0000
242.5000	243.5000	  0.2469	 -5.4471	  0.0000	  0.0000
266.5000	243.5000	 -0.0152	 -5.2696	  0.0000	  0.0000
290.5000	243.5000	  0.3274	 -4.2152	  0.0000	  0.0000
314.5000	243.5000	  0.0449	 -4.7889	  0.0000	  0.0000
338.5000	243.5000	 -0.0222	 -5.0732	  0.0000	  0.0000
362.5000	243.5000	 -0.2511	 -5.1090	  0.0000	  0.0000
386.5000	243.5000	 -0.4119	 -5.0643	  0.0000	  0.0000
410.5000	243.5000	 -0.4138	 -5.0109	  0.0000	  0.0000
434.5000	243.5000	 -0.2617	 -5.1983	  0.0000	  0.0000
458.5000	243.5000	 -0.0936	 -5.2232	  0.0000	  0.0000
482.5000	243.5000	 -0.0012	 -4.7104	  0.0000	  0.0000
 26.5000	267.5000	  1.1070	 -5.2502	  0.0000	  0.0000
 50.5000	267.5000	  0.4267	 -5.5973	  0.0000	  0.0000
 74.5000	267.5000	  0.7328	 -5.3075	  0.0000	  0.0000
 98.5000	267.5000	  0.7041	 -4.9470	  0.0000	  0.0000
122.5000	267.5000	  0.8028	 -4.7789	  0.0000	  0.0000
146.5000	267.5000	  1.1325	 -4.8352	  0.0000	  0.0000
170.5000	267.5000	  0.6245	 -5.0324	  0.0000	  0.0000
194.5000	267.5000	  0.1821	 -5.1171	  0.0000	  0.0000
218.5000	267.5000	  0.0622	 -5.0811	  0.0000	  0.0000
242.5000	267.5000	 -0.2950	 -5.1687	  0.0000	  0.0000
266.5000	267.5000	 -0.8423	 -4.8143	  0.0000	  0.0000
290.5000	267.5000	 -0.5033	 -4.4932	  0.0000	  0.0000
314.5000	267.5000	 -0.7160	 -4.5909	  0.0000	  0.0000
338.5000	267.5000	 -0.3795	 -5.2706	  0.0000	  0.0000
362.5000	267.5000	 -0.8383	 -5.1268	  0.0000	  0.0000
386.5000	267.5000	 -0.3945	 -5.0551	  0.0000	  0.0000
410.5000	267.5000	 -0.1783	 -5.0990	  0.0000	  0.0000
434.5000	267.5000	 -0.0141	 -5.0415	  0.0000	  0.0000
458.5000	267.5000	 -0.0121	 -4.9279	  0.0000	  0.0000
482.5000	267.5000	 -0.0952	 -4.9555	  0.0000	  0.0000
 26.5000	291.5000	  1.3423	 -5.3385	  0.0000	  0.0000
 50.5000	291.5000	  0.6134	 -5.4330	  0.0000	  0.0000
 74.5000	291.5000	  0.7761	 -5.2897	  0.0000	  0.0000
 98.5000	291.5000	  0.7125	 -4.7826	  0.0000	  0.0000
122.5000	291.5000	  0.1912	 -4.7797	  0.0000	  0.0000
146.5000	291.5000	  0.6281	 -4.8215	  0.0000	  0.0000
170.5000	291.5000	  0.4523	 -4.9304	  0.0000	  0.0000
194.5000	291.5000	  0.1379	 -5.1271	  0.0000	  0.0000
218.5000	291.5000	 -0.1415	 -4.7892	  0.0000	  0.0000
242.5000	291.5000	 -0.4134	 -5.0020	  0.0000	  0.0000
266.5000	291.5000	 -0.6264	 -4.9238	  0.0000	  0.0000
290.5000	291.5000	 -0.3999	 -4.7499	  0.0000	  0.0000
314.5000	291.5000	 -0.3225	 -4.8875	  0.0000	  0.0000
338.5000	291.5000	 -0.2787	 -5.0422	  0.0000	  0.0000
362.5000	291.5000	 -0.2763	 -4.9323	  0.0000	  0.0000
386.5000	291.5000	 -0.2697	 -4.8440	  0.0000	  0.0000
410.5000	291.5000	 -0.2075	 -4.9383	  0.0000	  0.0000
434.5000	291.5000	 -0.1487	 -4.9120	  0.0000	  0.0000
458.5000	291.5000	 -0.2361	 -4.8087	  0.0000	  0.0000
482.5000	291.5000	 -0.0060	 -4.8254	  0.0000	  0.0000
 26.5000	315.5000	  1.7615	 -5.1527	  0.0000	  0.0000
 50.5000	315.5000	  0.3692	 -5.7850	  0.0000	  0.0000
 74.5000	315.5000	  1.0693	 -4.7263	  0.0000	  0.0000
 98.5000	315.5000	  0.9764	 -4.9214	  0.0000	  0.0000
122.5000	315.5000	  0.0122	 -5.0007	  0.0000	  0.0000
146.5000	315.5000	 -0.1802	 -4.9176	  0.0000	  0.0000
170.5000	315.5000	 -0.0240	 -4.5455	  0.0000	  0.0000
194.5000	315.5000	  0.1497	 -4.7251	  0.0000	  0.0000
218.5000	315.5000	  0.1605	 -4.4489	  0.0000	  0.0000
242.5000	315.5000	  0.0479	 -4.8956	  0.0000	  0.0000
266.5000	315.5000	  0.2715	 -4.8750	  0.0000	  0.0000
290.5000	315.5000	  0.1073	 -5.0393	  0.0000	  0.0000
314.5000	315.5000	 -0.4053	 -4.6989	  0.0000	  0.0000
338.5000	315.5000	 -0.3521	 -4.8492	  0.0000	  0.0000
362.5000	315.5000	 -0.5513	 -5.2817	  0.0000	  0.0000
386.5000	315.5000	 -0.4498	 -5.0689	  0.0000	  0.0000
410.5000	315.5000	 -0.3519	 -4.9349	  0.0000	  0.0000
434.5000	315.5000	 -0.3065	 -4.7629	  0.0000	  0.0000
458.5000	315.5000	  0.2878	 -4.6751	  0.0000	  0.0000
482.5000	315.5000	  0.6244	 -4.9817	  0.0000	  0.0000
 26.5000	339.5000	  1.3024	 -5.4053	  0.0000	  0.0000
 50.5000	339.5000	  0.5460	 -5.3097	  0.0000	  0.0000
 74.5000	339.5000	  0.3199	 -4.5927	  0.0000	  0.0000
 98.5000	339.5000	  0.8629	 -5.3301	  0.0000	  0.0000
122.5000	339.5000	  0.1429	 -5.0840	  0.0000	  0.0000
146.5000	339.5000	 -0.0836	 -5.1098	  0.0000	  0.0000
170.5000	339.5000	 -0.1030	 -4.6171	  0.0000	  0.0000
194.5000	339.5000	  0.6104	 -4.1859	  0.0000	  0.0000
218.5000	339.5000	  0.6333	 -4.7812	  0.0000	  0.0000
242.5000	339.5000	  0.0728	 -4.6283	  0.0000	  0.0000
266.5000	339.5000	 -0.0357	 -4.7289	  0.0000	  0.0000
290.5000	339.5000	 -0.3020	 -4.8898	  0.0000	  0.0000
314.5000	339.5000	 -0.5504	 -4.7920	  0.0000	  0.0000
338.5000	339.5000	 -0.3121	 -5.0199	  0.0000	  0.0000
362.5000	339.5000	 -0.4658	 -5.0686	  0.0000	  0.0000
386.5000	339.5000	 -0.2408	 -5.3077	  0.0000	  0.0000
410.5000	339.5000	 -0.2736	 -5.2407	  0.0000	  0.0000
434.5000	339.5000	 -0.1229	 -5.0895	  0.0000	  0.0000
458.5000	339.5000	  0.1375	 -5.0869	  0.0000	  0.0000
482.5000	339.5000	  0.5611	 -5.3108	  0.0000	  0.0000
